id,companyName,ecosystemName,ecosystemSecondary,dateFounded,primaryTag,secondaryTag,latestRoundType,latestRoundDate,dateAcqusition,acquiringCompany,ipoDate,peDate,deadFlag,logoUrlCdn
2091,Dyspatch,British Columbia,,0203-01-01,MarTech,SaaS,Series ?,2022-01-25,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2091.png
2092,Chroma,Alberta,Calgary,2020-01-01,FinTech,PropertyTech,Series ?,2022-01-24,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2092.png
2093,Functionland,Toronto,,2021-01-01,Blockchain,Hardware,Seed,2022-01-25,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2093.png
2094,Trellis,Ottawa,,2019-01-01,AdTech,eCommerce,Seed,2022-01-25,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2094.png
2095,Browse AI,Alberta,,2020-01-01,DevTech,SaaS,Seed,2023-08-15,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2095.png
2096,Gandeeva Therapeutics,British Columbia,,0000-00-00,BioTech,AI,Series A,2022-01-31,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2096.png
2097,Vosker,Quebec,,2018-01-01,Hardware,SaaS,Series ?,2024-06-10,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2097.png
2098,Lithion,Quebec,Montreal,2018-01-01,CleanTech,BatteryTech,Series A,2022-09-27,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2098.png
2099,Fyyne,Toronto,,2019-01-01,Marketplace,SaaS,Pre-Seed,2022-01-31,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2099.png
2100,VendorPM,Toronto,,2019-01-01,PropertyTech,Marketplace,Series A,2022-08-24,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2100.png
2101,Voldex,Quebec,,2015-01-01,Games,User Generated Content,Series ?,2022-02-02,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2101.png
2102,Wrk,Quebec,Montreal,2019-01-01,Platform,SaaS,Series A,2022-02-01,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2102.png
2103,Openscreen,Toronto,,2019-01-01,DevTech,SaaS,Series A,2022-02-02,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2103.png
2104,Kognitiv,Waterloo Region,,2008-01-01,Marketplace,eCommerce,Series ?,2022-02-02,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2104.png
2105,Pluto,Toronto,,2021-01-01,FinTech,SaaS,Seed,2022-02-03,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2105.png
2106,OptyFi,Toronto,,2021-01-01,Cryptocurrency,DeFi,Seed,2022-01-31,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2106.png
2107,LeddarTech,Quebec,,2007-01-01,Hardware,Automotive,Series D,2022-02-04,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2107.png
2108,Stamped AI,Quebec,,2018-01-01,FinTech,Accounting,Seed,2022-02-04,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2108.png
2109,Shopicar,Quebec,Montreal,2020-01-01,Marketplace,Automotive,Seed,2022-02-07,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2109.png
2110,Congruence Therapeutics,Quebec,Montreal,2021-01-01,BioTech,BioInformatics,Series ?,2023-03-06,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2110.png
2113,Newton,Toronto,,2018-01-01,Cryptocurrency,Bitcoin,Series B,2022-02-09,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2113.png
2114,Kinova,Quebec,,2006-01-01,Robotics,Hardware,Series ?,2022-02-09,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2114.png
2115,Passiv,East Coast,,2017-01-01,FinTech,Investing,Seed,2022-10-19,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2115.png
2116,Paidia,British Columbia,,2022-02-08,Games,Platform,Seed,2022-02-08,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2116.png
2117,Cubbi,Other,,2019-01-01,iOT,Hardware,Seed,2022-02-10,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2117.png
2118,Potential Motors,East Coast,,0000-00-00,AI,CleanTech,Series ?,2024-05-02,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2118.png
2119,Apocalypse Studios,Other,,2018-01-01,Games,Metaverse,Seed,2022-02-10,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2119.png
2120,TerraZero,British Columbia,,2021-01-01,Metaverse,FinTech,Series ?,2022-02-10,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2120.png
2121,Ruby Protocol,British Columbia,,2021-01-01,Blockchain,Security,Series ?,2022-02-09,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2121.png
2122,Couply,Toronto,,2019-01-01,Social,,Pre-Seed,2022-02-14,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2122.png
2123,Blossom,British Columbia,,2021-01-01,Social,FinTech,Seed,2024-05-22,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2123.png
2124,Alongside,East Coast,,2014-01-01,HRTech,Recruiting,Series A,2022-02-16,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2124.png
2125,eState Planner,Toronto,,2019-01-01,LegalTech,,Seed,2022-02-16,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2125.png
2126,Saguaro,Quebec,,2020-01-01,BioTech,,Seed,2024-06-04,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2126.png
2127,Mixmob,British Columbia,,2021-01-01,Games,Metaverse,Series ?,2022-02-17,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2127.png
2128,Kinetic Commerce,Toronto,,2011-01-01,RetailTech,SaaS,Series ?,2022-02-15,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2128.png
2129,RideCo,Waterloo Region,,2015-01-01,LogisticsTech,Transit,Series A,2022-02-17,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2129.png
2130,Prehos,Quebec,,,HealthTech,SaaS,Seed,2022-02-18,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2130.png
2131,Pipeline Signals,Toronto,,2021-01-01,SalesTech,SaaS,Pre-Seed,2022-02-18,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2131.png
2132,Operto,British Columbia,,2016-01-01,PropertyTech,iOT,Series B,2023-03-20,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2132.png
2133,Village Wellth,Alberta,Calgary,2020-01-01,Marketplace,FinTech,Seed,2022-02-22,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2133.png
2134,Avanti,Alberta,Calgary,1980-01-01,HRTech,FinTech,Series ?,2022-02-24,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2134.png
2135,Blackspark,Toronto,,2010-01-01,FinTech,Tax,Seed,2022-02-28,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2135.png
2136,OpsLevel,Toronto,,2018-01-01,DevTech,DevOps,Series A,2022-03-02,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2136.png
2137,WALO,Quebec,Montreal,2018-01-01,FinTech,Gamification,Seed,2022-02-28,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2137.png
2138,Matrix Labs,British Columbia,,2021-01-01,Games,Metaverse,Seed,2022-02-26,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2138.png
2139,Mayday,Toronto,,2019-01-01,SaaS,Consumer,Seed,2022-03-07,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2139.png
2140,Clinia,Quebec,Montreal,2016-01-01,HealthTech,AI,Series A,2024-01-11,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2140.png
2141,AlwaysGeeky Games,Quebec,Montreal,2021-01-01,Games,Blockchain,Series ?,2022-03-04,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2141.png
2142,Kognitiv Spark,East Coast,,2016-01-01,AR,Platform,Series A,2022-03-10,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2142.png
2143,Bloom,Quebec,Montreal,2021-01-01,SaaS,AI,Seed,2022-03-14,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2143.png
2144,Talent.com,Quebec,Montreal,2011-01-01,Marketplace,Platform,Series B,2022-03-17,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2144.png
2145,NFT3,Toronto,,2021-01-01,Blockchain,CyberSecurity,Seed,2022-02-14,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2145.png
2146,Planetary,East Coast,,2019-01-01,CleanTech,,Seed,2022-03-17,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2146.png
2147,MinuteBox,Toronto,,2017-01-01,LegalTech,SaaS,Seed,2022-03-18,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2147.png
2148,Helcim,Alberta,Calgary,2006-01-01,FinTech,Payments,Series B,2024-02-26,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2148.png
2149,Reach,Alberta,Calgary,2016-01-01,FinTech,Payments,Series ?,2022-03-21,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2149.png
2150,IntelliCulture,Waterloo Region,,2018-01-01,AgTech,Analytics,Seed,2024-06-03,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2150.png
2151,ShopThing,Toronto,,2018-01-01,Marketplace,Platform,Series A,2022-03-23,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2151.png
2152,Stocpick,Toronto,,2022-01-01,Marketplace,FinTech,Seed,2022-03-22,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2152.png
2153,Qu Biologics,British Columbia,,2007-01-01,BioTech,,Series ?,2022-03-21,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2153.png
2154,ConnectionPoint,British Columbia,,2020-01-01,FinTech,Payments,Seed,2022-03-10,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2154.png
2155,CarbiCrete,Quebec,Montreal,2016-01-01,CleanTech,,Series A,2022-05-12,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2155.png
2156,RoofBundle,Other,,2021-01-01,SaaS,,Pre-Seed,2022-03-05,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2156.png
2157,MaxSold,Other,,2010-01-01,Marketplace,,Series B,2022-03-25,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2157.png
2158,SPATULA,Toronto,,2021-01-01,Marketplace,,Pre-Seed,2022-03-31,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2158.png
2159,Spade,British Columbia,,2021-01-01,FinTech,Data,Pre-Seed,2022-03-30,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2159.png
2160,Venue,Toronto,,2020-01-01,VideoTech,SaaS,Pre-Seed,2022-03-30,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2160.png
2161,Trueplace,British Columbia,,2021-01-01,FinTech,PropertyTech,Pre-Seed,2022-03-30,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2161.png
2162,Campfire,Toronto,,2021-01-01,VideoTech,,Pre-Seed,2022-03-30,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2162.png
2163,Agentnoon,Toronto,,2021-01-01,HRTech,Analytics,Pre-Seed,2022-03-30,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2163.png
2164,Hyperbeam,Waterloo Region,,2021-01-01,DevTech,Social,Pre-Seed,2022-03-30,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2164.png
2165,Instant Domains,British Columbia,,2005-01-01,SaaS,RetailTech,Pre-Seed,2022-03-30,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2165.png
2166,Samos Insurance,Waterloo Region,,2021-01-01,InsurTech,FinTech,Pre-Seed,2022-03-30,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2166.png
2167,WeReno,Toronto,,2021-01-01,SaaS,FinTech,,0000-00-00,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2167.png
2168,Clew,Toronto,,2019-01-01,SaaS,,Seed,2020-08-25,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2168.png
2169,StratumAI,Toronto,,2018-01-01,AI,,Seed,2020-08-25,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2169.png
2170,Oco Meals,British Columbia,,2020-01-01,Marketplace,,Seed,2020-08-25,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2170.png
2171,Rally Video,Toronto,,2020-01-01,VideoTech,,Seed,2020-08-25,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2171.png
2172,Future Fields,Alberta,,2018-01-01,AgTech,BioTech,Seed,2023-02-22,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2172.png
2173,webapp.io,Toronto,,2018-01-01,DevTech,,Seed,2020-08-25,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2173.png
2174,Switchboard,British Columbia,,2015-01-01,SaaS,iOT,Seed,2019-03-21,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2174.png
2175,Matagora,Quebec,Montreal,2016-01-01,Marketplace,PropertyTech,Seed,2019-08-21,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2175.png
2176,Taiv,Other,,2018-01-01,Marketplace,Hardware,Seed,2020-03-18,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2176.png
2177,Breezeful,Toronto,,2019-01-01,PropertyTech,FinTech,Seed,2020-03-25,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2177.png
2178,Kero Sports,Toronto,,2019-01-01,Platform,SportsTech,Seed,2022-03-24,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2178.png
2179,Cognito,British Columbia,,2021-01-01,HealthTech,,Pre-Seed,2022-04-04,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2179.png
2180,MyComply,Other,,2015-01-01,ContructionTech,SaaS,Seed,2022-04-06,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2180.png
2181,Cybrid,Toronto,,2021-01-01,DeFi,Cryptocurrency,Seed,2022-04-07,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2181.png
2182,Good Chemistry Company,British Columbia,,2021-01-01,Platform,SaaS,Seed,2022-04-05,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2182.png
2183,Uplinq,Toronto,,2021-01-01,FinTech,SaaS,Pre-Seed,2022-04-06,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2183.png
2184,Ventus Respiratory Technologies,Waterloo Region,,2021-01-01,Misc,MilitaryTech,Seed,2022-04-07,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2184.png
2185,Homecoming,Toronto,,2021-01-01,HealthTech,Platform,Seed,2022-04-07,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2185.png
2186,MeetAmi Innovations,British Columbia,,2019-01-01,FinTech,WealthManagement,Seed,2022-04-07,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2186.png
2187,Liquid Marketplace,Toronto,,2021-01-01,Marketplace,NFT,Series A,2022-04-06,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2187.png
2188,DrugBank,Alberta,,2015-01-01,Data,Platform,Seed,2022-04-11,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2188.png
2189,Wavy,Toronto,,2019-01-01,SaaS,Marketplace,Seed,2022-04-12,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2189.png
2190,Boxhub,Toronto,,2017-01-01,Marketplace,,Series A,2023-06-28,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2190.png
2191,Emma,Quebec,Montreal,2017-01-01,InsurTech,FinTech,Series A,2022-04-13,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2191.png
2192,Requity,Toronto,,2020-01-01,PropertyTech,FinTech,Seed,2024-01-11,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2192.png
2193,VueReal,Waterloo Region,,2016-01-01,DisplayTech,NanoTech,Series C,2025-01-30,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2193.png
2194,Savvii,Toronto,,2022-01-01,FinTech,,Seed,2022-04-22,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2194.png
2195,Boundless Life,Quebec,,2021-01-01,TravelTech,,Seed,2022-04-18,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2195.png
2196,OneVest,Alberta,,2021-01-01,FinTech,SaaS,Series B,2025-01-29,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2196.png
2197,Stablecorp,Toronto,,2021-01-01,Cryptocurrency,FinTech,Seed,2022-04-26,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2197.png
2198,Signal 1,Toronto,,2022-01-01,HealthTech,AI,Seed,2022-04-25,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2198.png
2199,Part3,Toronto,,2020-01-01,SaaS,,Pre-Seed,2022-04-29,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2199.png
2201,Cyno,East Coast,,2016-01-01,HealthTech,Marketplace,Seed,2022-05-02,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2201.png
2202,PayTic,East Coast,,2020-01-01,FinTech,SaaS,Seed,2022-05-03,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2202.png
2203,Senara,Toronto,,2021-01-01,PropertyTech,SaaS,Pre-Seed,2022-05-03,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2203.png
2204,Tengiva,Quebec,,2018-01-01,Marketplace,,Seed,2022-05-04,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2204.png
2205,Peggy,Toronto,,2020-01-01,Marketplace,,Seed,2023-02-09,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2205.png
2206,Volley,Toronto,,2020-01-01,SaaS,SalesTech,Pre-Seed,2021-07-11,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2206.png
2207,Lighthouse,Quebec,,2022-01-01,Blockchain,Metaverse,Seed,2022-05-13,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2207.png
2208,Evolved Meats,Waterloo Region,,2021-01-01,BioTech,,Seed,2021-05-13,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2208.png
2209,Total Flow Medical,British Columbia,,2021-01-01,MedTech,HealthTech,Seed,2022-05-09,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2209.png
2210,Joyn,Toronto,,2021-01-01,Marketplace,Web3,Seed,2022-05-20,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2210.png
2211,Carbon Upcycling,Alberta,,2013-01-01,CleanTech,,Series A,2023-07-31,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2211.png
2212,ARC Clean Energy,East Coast,,2006-01-01,CleanTech,,Series A,2022-05-20,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2212.png
2213,Scribble Data,Toronto,,2017-01-01,Data,SaaS,Seed,2022-04-04,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2213.png
2214,Picketa Systems,East Coast,,2020-01-01,AgTech,Analytics,Seed,2023-05-29,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2214.png
2215,Haloo,Toronto,,2019-01-01,LegalTech,SaaS,Series A,2024-06-28,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2215.png
2216,Mangrove Lithium,British Columbia,,2017-01-01,CleanTech,,Series ?,2025-01-28,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2216.png
2217,LimaCharlie,British Columbia,,2018-01-01,CyberSecurity,,Seed,2022-05-24,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2217.png
2218,Moves,Toronto,,2020-01-01,FinTech,Banking,Seed,2022-05-27,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2218.png
2219,Trexity,Ottawa,,2019-01-01,LogisticsTech,Delivery Service,Seed,2022-05-27,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2219.png
2220,UBet,Toronto,,2021-01-01,SportsTech,Blockchain,Seed,2022-05-23,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2220.png
2221,Basetwo,Toronto,,2022-01-01,DevTech,SaaS,Series A,2025-01-23,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2221.png
2222,ORNA,Toronto,,2021-01-01,CyberSecurity,SaaS,Seed,2022-05-25,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2222.png
2223,Amilia,Quebec,,2009-01-01,Marketplace,eCommerce,Series ?,2022-05-25,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2223.png
2224,Penny AI,British Columbia,,2017-01-01,SalesTech,SaaS,Series B,2022-06-01,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2224.png
2225,Pine,Toronto,,2021-01-01,PropertyTech,Mortgage,Series A,2022-06-03,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2225.png
2226,Inossem,Quebec,,2015-01-01,SaaS,,Seed,2022-05-31,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2226.png
2227,Parvis,British Columbia,,2021-01-01,PropertyTech,Real Estate,Seed,2022-06-03,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2227.png
2228,Tritum,Toronto,,2019-01-01,FinTech,,Seed,2022-06-03,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2228.png
2229,Zenbase,Alberta,,2021-01-01,FinTech,PropertyTech,Seed,2022-05-31,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2229.png
2230,Kruzee,Toronto,,2021-01-01,Misc,Marketplace,Pre-Seed,2022-06-07,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2230.png
2231,Vybe Network,British Columbia,,2021-01-01,DevTech,Blockchain,Series A,2022-06-07,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2231.png
2232,VirgoCX,Toronto,,2018-01-01,Cryptocurrency,FinTech,Series A,2022-06-06,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2232.png
2233,OnTraccr,British Columbia,,2019-01-01,ConstructionTech,SaaS,Seed,2024-03-07,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2233.png
2234,Metriport,British Columbia,,2021-01-01,WellnessTech,Data,Seed,2022-06-10,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2234.png
2235,Frontly,British Columbia,,2021-01-01,NoCode,Platform,Pre-Seed,2022-06-07,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2235.png
2236,Because I Love It (BILI),Toronto,,2021-01-01,Marketplace,Platform,Seed,2022-06-10,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2236.png
2238,Swede,British Columbia,,2020-01-01,PropertyTech,Marketplace,Pre-Seed,2022-06-10,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2238.png
2239,EvolutionQ,Waterloo Region,,2015-01-01,CyberSecurity,Quantum,Series A,2022-06-13,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2239.png
2240,CapIntel,Toronto,,2019-01-01,SalesTech,FinTech,Series A,2022-06-14,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2240.png
2241,Pok Pok,Toronto,,2021-01-01,EdTech,Games,Seed,2022-06-15,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2241.png
2242,Altrio,Toronto,,2020-01-01,FinTech,PropertyTech,Series A,2022-06-15,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2242.png
2244,CyberQP,British Columbia,,2018-01-01,CyberSecurity,,Series ?,2023-04-25,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2244.png
2245,Areto Labs,Alberta,,2020-01-01,CyberSecurity,AI,Pre-Seed,2022-06-20,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2245.png
2246,Augmenta,Toronto,,2018-01-01,ConstructionTech,SaaS,Seed,2023-06-21,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2246.png
2247,Impro.AI,British Columbia,,2020-01-01,HRTech,AI,Seed,2022-06-21,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2247.png
2248,Parallelz,Toronto,,2021-01-01,DevTech,,Pre-Seed,2022-06-22,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2248.png
2249,designstripe,Quebec,,2020-01-01,SaaS,CreatorTools,Seed,2022-06-24,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2249.png
2250,Mercator AI,Alberta,,2021-01-01,ConstructionTech,SalesTech,Seed,2023-03-23,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2250.png
2251,Maxa,Quebec,,2019-01-01,Analytics,Data,Series A,2024-05-30,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2251.png
2252,Tablz,Ottawa,,2020-01-01,SaaS,,Pre-Seed,2022-06-28,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/2252.png
