id,companyId,companyName,headquarters,ecosystemName,ecosystemSecondary,primaryTag,leadInvestors,investors,roundType,date,amount,year,yearQuarter
2519,2382,RailVision Analytics,Montreal,Quebec,,CleanTech,Trucks Venture Capital,"Trucks Venture Capital,MUUS Climate Partners, Blackhorn Ventures, Incie.org, Measured Ventures, Active Impact Investments, Neil Murdoch",Seed,2022-11-30,5500000,2022,2022 Q4
2520,2386,Lancey,Toronto,Toronto,,B2B,,"Panache Ventures, Union Capital, Garage Capital, Functional Capital, Y Combinator, Collin Wallace, Mike Murchison",Seed,2022-12-05,2000000,2022,2022 Q4
2521,833,Buckzy Payments,Toronto,Toronto,,FinTech,"Mistral Venture Partners, Uncorrelated Ventures","Mistral Venture Partners, Uncorrelated Ventures,Luge Capital, Blue 9 Capital, Revel Partners",Series A,2022-12-05,19798010,2022,2022 Q4
2522,221,Expeto,British Columbia,British Columbia,,Networks,Sorenson Capital,"Sorenson Capital,Evok Innovations, Lavrock Ventures, Mistral Venture Partners",Series B,2022-12-06,12000000,2022,2022 Q4
2523,1912,Bolt Logistics,Toronto,Toronto,,LogisticsTech,"Yaletown Ventures, Export Development Canada","Yaletown Ventures, Export Development Canada,BDC Capital, Whitecap Venture Partners, MIG Group, Northleaf Capital Partners, BMO Capital Partners, Ingka Group",Series C,2022-12-07,75000000,2022,2022 Q4
2524,392,MineSense Technologies,British Columbia,British Columbia,,MarTech,J.P. Morgan Sustainable Growth Equity,"J.P. Morgan Sustainable Growth Equity,Evok Innovations, Prelude Ventures, BDC Industrial Innovation Venture Fund, Cycle Capital, Chrysalix Venture Capital",Series E,2022-12-07,42000000,2022,2022 Q4
2525,2387,ABK Biomedical,Halifax,East Coast,,Medical,Santé Ventures,"Santé Ventures,F-Prime Capital, Eight Roads Ventures",Series C,2022-12-07,40975950,2022,2022 Q4
2526,147,CommerceBear,Toronto,Toronto,,eCommerce,"Inovia, Garage Capital ","Inovia, Garage Capital ,Spider Capital, Watchfire Ventures, WIN, FJ Labs, JD St-Martin, Stephen Kuhl",Seed,2022-12-08,14329665,2022,2022 Q4
2527,204,Elastic Path Software,British Columbia,British Columbia,,eCommerce,Sageview Capital,Sageview Capital,Series ?,2022-12-09,30000000,2022,2022 Q4
2528,2388,Perceiv AI,Montreal ,Quebec,,AI,,"Centre for Aging + Brain Health Innovation, Plug and Play Ventures, Boreal Ventures, IKJ Capital, Red Abbey Labs, Investissement Quebec ",Series ?,2022-12-09,1500000,2022,2022 Q4
2530,485,Plooto,Toronto,Toronto,,FinTech,Centana Growth Partners,"Centana Growth Partners,Fintop Capital, Luge Capital",Series B,2022-12-13,27000000,2022,2022 Q4
2531,414,Nesto,Montreal,Quebec,,FinTech,IGM Financial,"IGM Financial,Diagram Ventures, Portage, NAventures, Michael Rowell, Michael Paulus, BMO Capital Partners",Series C,2022-12-13,80000000,2022,2022 Q4
2532,1965,Shabodi,Toronto,Toronto,,DevTech,"CEAS Investments, SineWave Ventures","CEAS Investments, SineWave Ventures,Blumberg Capital, Counterview Capital, Green Egg Ventures, Maccabee Ventures, Supernode Ventures, Vishal Gupta, 5G Open Innovation Lab",Series A,2022-12-14,13900000,2022,2022 Q4
2533,2389,Copperstone Technologies,Edmonton,Alberta,,Robotics,WindSail Capital Group,WindSail Capital Group,Series ?,2022-12-15,7944289,2022,2022 Q4
2534,2390,Walnut,Toronto,Toronto,,InsurTech,"ATB Financial, NAventures","ATB Financial, NAventures,Harvest Venture Partners, Highline Beta, N49P",Seed,2022-12-15,4000000,2022,2022 Q4
2535,2391,Dyne,Vancouver,British Columbia,,SaaS,"Weave VC, Inverted Ventures","Weave VC, Inverted Ventures",Seed,2022-12-15,1500000,2022,2022 Q4
2536,2392,KeyOps,Toronto,Toronto,,HealthTech,Graphite Ventures,"Graphite Ventures,MaRS IAF, StarForge, Velocity, Carol Leaman, James Novak, Danny Ardellini",Seed,2022-12-16,4000000,2022,2022 Q4
2537,2393,Ferme d'Hiver (Winter Farm) ,Brossard,Quebec,,AgTech,"Government of Québec, Investissement Québec","Government of Québec, Investissement Québec,Desjardins, Farm Credit Canada, Financière Agricole du Québec, Capital Financière Agricole",Series ?,2022-12-14,46000000,2022,2022 Q4
2538,2394,Darwin CX,Toronto,Toronto,,SaaS,"First Ascent Ventures, Felicitas Global Partners","First Ascent Ventures, Felicitas Global Partners,Metropolitan Partners Group, Liam Lynch",Series ?,2022-12-12,38400000,2022,2022 Q4
2539,609,Svante,British Columbia,British Columbia,,CleanTech,Chevron New Energies,"Chevron New Energies,Temasek, OGCI Climate Investments, Delek US, Hesta AG, 3M Ventures, Full Circle Capital, GE Vernova, Japan Energy Fund, Liberty Media, M&G Catalyst, Samsung Engineering, TechEnergy Ventures, United Airlines Ventures",Series E,2022-12-19,318000000,2022,2022 Q4
2540,173,Darwin AI,Waterloo,Waterloo Region,,AI,BDC Capital’s Deep Tech Venture Fund,BDC Capital’s Deep Tech Venture Fund,Series ?,2022-12-22,8100000,2022,2022 Q4
2541,1987,NorthStar Earth & Space,Montreal,Quebec,,AI,Pangaea Three Acquisition Holdings III,"Pangaea Three Acquisition Holdings III,Telesystem Space, Investissement Québec, Luxembourg Future Fund, Luxembourg Space Sector Development Fund SCSp",Series C,2023-01-06,47000000,2023,2023 Q1
2542,2042,Nanoprecise,Alberta,Alberta,,Analytics,EDC,"EDC,Honeywell Ventures, NSK Ltd., EC Mergers & Acquisitions",Series B,2023-01-10,13400000,2023,2023 Q1
2543,2039,ReelData AI,Nova Scotia,East Coast,,AgTech,Buoyant Ventures,"Buoyant Ventures,S2G Ventures, The Nest Family Office",Series A,2023-01-11,8000000,2023,2023 Q1
2544,623,Terramera,British Columbia,British Columbia,,AgTech,One Ventures,One Ventures,Seed,2023-01-12,8053650,2023,2023 Q1
2545,578,Sollum Technologies,Montreal,Quebec,,AgTech,Idealist Capital,"Idealist Capital,Fondaction",Series ?,2023-01-17,30000000,2023,2023 Q1
2546,606,Summit Nanotech,Calgary,Alberta,,NanoTech,"Evok Innovations, Climate Tech Fund","Evok Innovations, Climate Tech Fund,Xora Innovation, Capricorn Investment Group, Volta Energy Technologies, NGP, Helios Climate Ventures, The Grantham Foundation",Series A,2023-01-18,50000000,2023,2023 Q1
2547,126,Notch,Toronto,Toronto,,Marketplace,Portage Ventures,"Portage Ventures,Golden Ventures, Math Ventures, Accomplice, Pre-Cursor Ventures, Garage Capital, Plexo Capital",Series ?,2023-01-19,13700000,2023,2023 Q1
2548,2395,Traction Complete,Vancouver,British Columbia,,SaaS,"Pender Ventures, Thomvest","Pender Ventures, Thomvest",Series A,2023-01-24,6700000,2023,2023 Q1
2549,2396,Raven,Ottawa,Ottawa,,Application Software,"Momenta Ventures, Chartline Capital Partners","Momenta Ventures, Chartline Capital Partners,Celtic House Venture Partners, Export Development Canada",Series A,2023-01-27,15966300,2023,2023 Q1
2550,754,Smile CDR,Toronto,Toronto,,HealthTech,UPMC Enterprises,UPMC Enterprises,Series B,2023-01-27,30000000,2023,2023 Q1
2551,2034,RocketRez,Manitoba,Other,,TravelTech,Level Equity,Level Equity,Series B,2023-01-31,20000000,2023,2023 Q1
2552,2397,Levr.ai,Vancouver,British Columbia,,FinTech,"Sprout Fund II, Mavan Capital Partners","Sprout Fund II, Mavan Capital Partners,Weave VC, AC100 VC, Red Thread Ventures, Teal Linde, Emily Davies, Paul Podolny",Pre-Seed,2023-02-01,1000000,2023,2023 Q1
2553,2398,LATYS,Montreal,Quebec,,Communications Infrastructure,Rhapsody Venture Partners,"Rhapsody Venture Partners,TandemLaunch Ventures",Seed,2023-02-07,3000000,2023,2023 Q1
2554,2331,The Rounds,Halifax,East Coast,,HealthTech,"Panoramic Ventures, Invest Nova Scotia","Panoramic Ventures, Invest Nova Scotia",Series A,2023-02-07,6700000,2023,2023 Q1
2555,772,Conquest Planning,Winnipeg,Other,,FinTech,Fidelity International Strategic Investors,"Fidelity International Strategic Investors,Portage, BNY Mellon, the Royal Bank of Canada",Series A,2023-02-07,24000000,2023,2023 Q1
2556,2399,Jobber,Edmonton,Alberta,,SaaS,General Atlantic,"General Atlantic, Summit Partners, Version One Ventures, Tech Pioneers Fund",Series D,2023-02-07,133661500,2023,2023 Q1
2557,2205,Peggy,Toronto,Toronto,,Marketplace,Real Ventures,"Real Ventures,ZVC, Garage Capital, Portage, Nomad Capital, Robert J. Harding, David Marcus, Tinie Tempah, Ian Logan",Seed,2023-02-09,10800000,2023,2023 Q1
2558,2400,Croptimistic Technology,Kelowna,British Columbia,,AgTech,Forage Capital Partners,Forage Capital Partners,Series B,2023-02-14,9100000,2023,2023 Q1
2559,496,PreVu3D,Montreal,Quebec,,3DTech,Cycle Capital,"Cycle Capital,Brightspark Ventures, Desjardins Capital",Series A,2023-02-15,10000000,2023,2023 Q1
2560,2401,Clinify,Calgary,Alberta,,Electronic Health Record (EHR),Thin Air Labs,"Thin Air Labs,HaloHealth",Seed,2023-02-15,2000000,2023,2023 Q1
2561,1129,BluWave-ai,Ottawa,Ottawa,,SaaS,PowerON Energy Solutions,"PowerON Energy Solutions,Capital Angels Network",Series A,2023-02-15,9500000,2023,2023 Q1
2562,2402,Goose,Vancouver,British Columbia,,InsurTech,Axis Insurance Managers,"Axis Insurance Managers,Impression Ventures, Real Ventures, Manchester Story",Series A,2023-02-16,4000000,2023,2023 Q1
2563,2403,Xaba,Toronto,Toronto,,Robotics,Hazelview Ventures,"Hazelview Ventures,Whiteshell Group, Inc.",Seed,2023-02-17,0,2023,2023 Q1
2564,2404,Bright Breaks,Nova Scotia ,East Coast,,HealthTech,Sprout.vc,"Sprout.vc,Tidal Ventures, Innovacorp, Concrete Ventures",Pre-Seed,2023-02-15,1400000,2023,2023 Q1
2565,487,Plum.io,Waterloo,Waterloo Region,,HRTech,Pearson Ventures,"Pearson Ventures,JFF Ventures, Strada Education Network",Series ?,2023-02-21,8000000,2023,2023 Q1
2566,2405,System-3,Toronto,Toronto,,SaaS,Round13Capital,Round13Capital,Seed,2023-02-22,3600000,2023,2023 Q1
2567,373,Mappedin,Waterloo,Waterloo Region,,SaaS,Channel Equity Partners,Channel Equity Partners,Series A,2023-02-22,8600000,2023,2023 Q1
2568,788,AAVAA,Montreal,Quebec,,HealthTech,,"Anges Quebec, Anges Quebec Capital, Investissement Quebec, TandemLaunch",Pre-Seed,2023-02-22,2000000,2023,2023 Q1
2570,2172,Future Fields,Edmonton,Alberta,,AgTech,,"Bee Partners, Toyota Ventures, Builders VC, AgFunder, Amplify Capital, Milad Alucozai, Green Circle Foodtech, Siddhi Capital, Climate Capital",Seed,2023-02-22,15100000,2023,2023 Q1
2571,295,IrisCX,Calgary,Alberta,,SaaS,Arthur Ventures,Arthur Ventures,Seed,2023-02-23,6200000,2023,2023 Q1
2572,2406,AssistIQ,Montreal,Quebec,,HealthTech,StandUp Ventures,"StandUp Ventures,N49P, The Kale Fund, Kerry Liu",Series ?,2023-02-28,2500000,2023,2023 Q1
2573,2407,Equisoft,Montreal,Quebec,,FinTech,Investissement Québec,"Investissement Québec,Export Development Canada, Fondaction",Series ?,2023-03-02,125000000,2023,2023 Q1
2574,2408,Glowstick,Toronto,Toronto,,AI,Cleo Capital,"Cleo Capital,Entrepreneur First, Saumil Mehta, Josh Tessier, Mike Janzen, Yoshua Bengio, Jean-Francois Gagne, Nicolas Chapados",Pre-Seed,2023-03-02,1300000,2023,2023 Q1
2575,2409,Adaptis,Toronto,Toronto,,CleanTech,2048 Ventures,"2048 Ventures,Blue Vision Capital, Powerhouse Ventures",Pre-Seed,2023-03-07,2000000,2023,2023 Q1
2576,2110,Congruence Therapeutics,Montreal,Quebec,,BioTech,BDC Capital ,"BDC Capital ,Amplitude Ventures, Fonds de solidarité FTQ, OrbiMed, Investissement Quebec, SilverArc",Series ?,2023-03-06,20000000,2023,2023 Q1
2577,2410,Daily Blends,Toronto,Toronto,,AI,"Hustle Fund, 2048 Ventures","Hustle Fund, 2048 Ventures",Series ?,2023-03-07,2700000,2023,2023 Q1
2578,2411,Barley,Toronto,Toronto,,SaaS,Golden Ventures,"Golden Ventures,Union Capital ",Seed,2023-03-08,4000000,2023,2023 Q1
2579,719,ZenHub,Vancouver,British Columbia,,SaaS,Yaletown Partners,"Yaletown Partners,BMO Capital Partners, BDC Capital",Series A,2023-03-09,10000000,2023,2023 Q1
2580,21,Airex Energy,Montreal,Quebec,,CleanTech,Cycle Capital,"Cycle Capital,Investissement Québec, Desjardins-Innovatech, Export Development Canada",Series ?,2023-03-15,38000000,2023,2023 Q1
2581,585,Spark Microsystems,Montreal,Quebec,,Hardware,Idealist Capital,"Idealist Capital,Economic Development Canada, Real Ventures, ND Capital, Cycle Capital",Series B,2023-03-16,34000000,2023,2023 Q1
2582,2412,Inspire Biotherapeutics,Toronto,Toronto,,BioTech,,"C3i Center Inc, Octane Medical Group of Companies, Ontario Institute for Regenerative Medicine",Pre-Seed,2023-03-16,0,2023,2023 Q1
2583,2360,Shinydocs,Waterloo,Waterloo Region,,SaaS,"First Ascent Ventures, Export Development Canada","First Ascent Ventures, Export Development Canada",Series ?,2023-03-17,16250000,2023,2023 Q1
2584,2132,Operto,Vancouver,British Columbia,,PropertyTech,Centana Growth Partners,"Centana Growth Partners,Thayer Ventures, FUSE, Blackpines Capital Partners, Derive Ventures",Series B,2023-03-20,34400000,2023,2023 Q1
2585,2413,Haply Robotics ,Montreal,Quebec,,Hardware,BDC Capital,"BDC Capital,Spiritus Engineering",Seed,2023-03-21,4800000,2023,2023 Q1
2586,603,Noze,Montreal,Quebec,,AI, Bill and Melinda Gates Foundation , Bill and Melinda Gates Foundation ,Grant,2023-03-22,1000000,2023,2023 Q1
2587,2250,Mercator AI,Calgary,Alberta,,ConstructionTech,"Freestyle Ventures, Builders VC","Freestyle Ventures, Builders VC,Standup Ventures, Zacua Ventures, The51, Dustin DeVan",Seed,2023-03-23,5100000,2023,2023 Q1
2588,2391,Dyne,Vancouver,British Columbia,,SaaS,,Sprout.vc,Series ?,2023-03-22,100000,2023,2023 Q1
2589,2414,pH7 Technologies,Vancouver,British Columbia,,CleanTech,"Pangaea Ventures, TDK Ventures","Pangaea Ventures, TDK Ventures, Innovate BC, IRAP",Series A,2023-03-27,21708240,2023,2023 Q1
2590,1,3E Nano,Toronto,Toronto,,CleanTech,"Energy Foundry, MUUS Climate Partners, ACT Venture Partners, Creative Ventures, New Climate Ventures","Energy Foundry, MUUS Climate Partners, ACT Venture Partners, Creative Ventures, New Climate Ventures,Vectors Capital, VertueLab",Seed,2023-03-28,5407980,2023,2023 Q1
2591,2415,Birdseye,Toronto,Toronto,,AI,Drive Capital,Drive Capital,Pre-Seed,2023-03-29,676192,2023,2023 Q1
2592,2416,Nulogy,Toronto,Toronto,,SaaS,,Export Development Canada,Series ?,2023-03-30,20000000,2023,2023 Q1
2593,2417,Carbon Neutral Club,Toronto,Toronto,,SaaS,"Emend Vision Fund, Blue Vision Capital,  Good News Ventures","Emend Vision Fund, Blue Vision Capital,  Good News Ventures",Seed,2023-03-28,1400000,2023,2023 Q1
2594,2418,RealSage,Toronto,Toronto,,PropertyTech,"Golden Section, Plug and Play Ventures","Golden Section, Plug and Play Ventures,Second Century Ventures",Pre-Seed,2023-03-31,2100000,2023,2023 Q1
2595,2419,Greentank Technologies,Toronto,Toronto,,R&D,Organigram Holdings,Organigram Holdings,Series B,2023-03-31,22321447,2023,2023 Q1
2596,2420,Pulse Industrial,Kitchener,Waterloo Region,,iOT,Momenta,"Momenta,Celtic House Asia Partners, SOSV, Phoenix VP",Series ?,2023-03-31,0,2023,2023 Q1
2597,2421,Nimble Science,Calgary,Alberta,,HealthTech,Fusion Fund,"Fusion Fund,First Spark Ventures, Alumni Ventures, Joyance Partners, Adara VC, StartupTNT, TNT Capital, BoxOne Ventures, Threshold Impact, BlueSky Equities, UCeed Child Health and Wellness Fund",Series ?,2023-04-04,2700000,2023,2023 Q2
2598,208,Eli Health,Montreal,Quebec,,HealthTech,Muse Capital,"Muse Capital,RH Capital, Cake Ventures, Telus Pollinator Fund for Good, Garage Capital, Leva Capital, Real Ventures, Panache, Vectr, Medteq",Seed,2023-04-04,5000000,2023,2023 Q2
2599,228,Felix Health,Toronto,Toronto,,HealthTech,BDC,"BDC,Canadian Business Growth Fund, Whitecap Venture Partners, Mantella Venture Partners",Series B,2023-04-05,18000000,2023,2023 Q2
2600,1949,Brizo Data,Quebec,Quebec,,Analytics,"Framework Venture Partners, BDC","Framework Venture Partners, BDC",Series A,2023-04-05,12000000,2023,2023 Q2
2601,1861,LayerZero,Vancouver,British Columbia,,Blockchain,,"BOND, Christie’s, Circle Ventures, OpenSea Ventures, Samsung Next, Sequoia Capital",Series B,2023-04-04,120000000,2023,2023 Q2
2602,2422,Sepura Home,Victoria,British Columbia,,CleanTech,BLANCO,BLANCO,Seed,2023-04-06,3700000,2023,2023 Q2
2603,19,Agnostiq,Toronto,Toronto,,Quantum,Differential Ventures,"Differential Ventures,Scout Ventures, Tensility Venture Partners, Green Egg Ventures, Rob Granieri",Series ?,2023-04-06,8220000,2023,2023 Q2
2604,53,AutoLeap,Toronto,Toronto,,SaaS,Advance Venture Partners,"Advance Venture Partners,Bain Capital Ventures, Threshold Ventures, Maple VC",Series B,2023-04-11,40000000,2023,2023 Q2
2605,969,MY01,Montreal,Quebec,,HealthTech,Investissement Quebec,"Investissement Quebec,Desjardins Capital, Fondaction.",Series A,2023-04-11,12500000,2023,2023 Q2
2606,2423,Ariglad,Vancouver,British Columbia,,SaaS,Y Combinator,"Y Combinator,January Ventures, The Fund, TNT Ventures.",Series ?,2023-04-12,1300000,2023,2023 Q2
2607,482,Pitstop,Toronto,Toronto,,Analytics,Tech Square Ventures,"Tech Square Ventures,Revenue Capital, Automotive Ventures, SaaS Ventures",Seed,2023-04-13,3800000,2023,2023 Q2
2608,2424,Mila,Montreal,Quebec,,AI,Québec Research and Innovation Investment Strategy,Québec Research and Innovation Investment Strategy,Series ?,2023-04-13,21000000,2023,2023 Q2
2609,122,ChargeLab,Toronto,Toronto,,iOT,,"Eaton, Silver Comet",Series ?,2023-04-14,19997775,2023,2023 Q2
2610,322,Kepler Communications,Toronto,Toronto,,SpaceTech,IA Ventures,IA Ventures,Series C,2023-04-14,124328800,2023,2023 Q2
2611,2425,Offstreet,Regina,Other,,SaaS,,,Seed,2023-04-14,1200000,2023,2023 Q2
2612,2426,Tab Commerce,Toronto,Toronto,,SaaS,Matchstick Ventures,Matchstick Ventures,Pre-Seed,2023-04-17,1343195,2023,2023 Q2
2613,370,Makila AI,Montreal,Quebec,,AI,Crédit Mutuel Equity,Crédit Mutuel Equity,Series ?,2023-04-17,0,2023,2023 Q2
2614,394,Miovision Technologies,Kitchener,Waterloo Region,,AI,"Telus Ventures, Maverix Private Equity, Export Development Canada","Telus Ventures, Maverix Private Equity, Export Development Canada",Series ?,2023-04-17,260000000,2023,2023 Q2
2615,2427,Yield Exchange,Vancouver,British Columbia,,FinTech,,"Tiny Capital, Gustavson Capital, Mavan Capital Partners, The Firehood",Pre-Seed,2023-04-18,700000,2023,2023 Q2
2616,2428,Flash Forest,Toronto,Toronto,,Environmental,"TELUS Pollinator Fund for Good, OurCrowd","TELUS Pollinator Fund for Good, OurCrowd",Series A,2023-04-18,11400000,2023,2023 Q2
2617,2429,Fairly AI,Kitchener,Waterloo Region,,AI,Flying Fish Partners,"Flying Fish Partners,Backstage Capital, X Factor Ventures, Loyal VC, NEXT Canada",Series ?,2023-04-19,2200000,2023,2023 Q2
2618,452,Optable,Montreal,Quebec,,SaaS,,"Hearst Ventures, Brightspark Ventures, Desjardins Capital, Deloitte Ventures, asterX.",Series A,2023-04-19,26899100,2023,2023 Q2
2619,2430,Medfar,Montreal,Quebec,,HealthTech,Investissement Québec,Investissement Québec,Series C,2023-04-19,30000000,2023,2023 Q2
2620,119,Certn,Victoria,British Columbia,,PropertyTech,Export Development Canada,Export Development Canada,Series ?,2023-04-20,40625850,2023,2023 Q2
2621,2431,Omy,Quebec,Quebec,,AI,Crédit Mutuel Equity,"Crédit Mutuel Equity,Fondaction, BDC Capital, Accelia Capital",Series A,2023-04-20,11000000,2023,2023 Q2
2622,1958,Vivid Machines,Toronto,Toronto,,AgTech,BDC Capital,"BDC Capital,StandUp Ventures, Algoma Orchards, Tall Grass Ventures, Entrepreneur First, BoxOne Ventures, Conexus Venture Capital, the W Fund, Cornell, Freycinet Ventures, N49P, MaRS IAF",Seed,2023-04-21,5822479,2023,2023 Q2
2623,3,Abdera Therapeutics,Vancouver,British Columbia,,HealthTech,"Versant Ventures, Amplitude Ventures","Versant Ventures, Amplitude Ventures,Northview Ventures, adMare BioInnovations, AbCellera",Series A,2023-04-24,0,2023,2023 Q2
2624,3,Abdera Therapeutics,Vancouver,British Columbia,,HealthTech,venBio Partners,"venBio Partners,Viking Global Investors, Qiming Venture Partners USA, RTW Investments",Series B,2023-04-24,142000000,2023,2023 Q2
2625,2244,CyberQP,Vancouver,British Columbia,,CyberSecurity,Arthur Ventures,Arthur Ventures,Series ?,2023-04-25,12000000,2023,2023 Q2
2626,2432,Cyclic Materials,Kingston,Other,,CleanTech,"Energy Impact Partners, BMW i Ventures","Energy Impact Partners, BMW i Ventures,Fifth Wall, Bioindustrial Innovation Canada, Planetary Technologies",Series A,2023-04-25,27000000,2023,2023 Q2
2627,1655,Practice Better,Toronto,Toronto,,HealthTech,Five Elms Capital,Five Elms Capital,Series ?,2023-04-27,36583785,2023,2023 Q2
2628,2433,E2ip Technologies,St. Laurent,Quebec,,Electronics,"Export Development Canada, McRock Capital","Export Development Canada, McRock Capital,Fonds de Continuité DNA, Investissement Québec",Series B,2023-04-26,120000000,2023,2023 Q2
2629,978,ODAIA,Toronto,Toronto,,SaaS,"Threshold Ventures, Monograph Capital","Threshold Ventures, Monograph Capital,Wittington Ventures, Flint Capital, BDC Capital, StandUp Ventures, and Graphite Ventures",Series B,2023-05-01,34000000,2023,2023 Q2
2630,2435,Surgical Safety Technologies,Toronto,Toronto,,HealthTech,"U.S. Venture Partners, Santé Ventures","U.S. Venture Partners, Santé Ventures",Series A,2023-05-04,15000000,2023,2023 Q2
2631,2436,Deep Sky,Montreal,Quebec,,CleanTech,"Brightspark Ventures, The Québec Government","Brightspark Ventures, The Québec Government",Series ?,2023-05-08,10000000,2023,2023 Q2
2632,2437,Carbonhound,Toronto,Toronto,,SaaS,,"Verdexus, Archangel, Highline Beta",Pre-Seed,2023-05-09,1300000,2023,2023 Q2
2633,2438,QScale,Lévis,Quebec,,Cloud Computing,Aligned Data Center,"Aligned Data Center,Investissement Québec, Desjardins Capital",Series ?,2023-05-09,0,2023,2023 Q2
2634,2439,Obeo Biogas,Montreal,Quebec,,Renewable Energy,Diagram Ventures,Diagram Ventures,Seed,2023-05-10,3000000,2023,2023 Q2
2637,128,Chrysalabs,Montreal,Quebec,,AgTech,,"Leaps by Bayer, TELUS Ventures, BDC Capital, Ecofuel, Emmertech, Anges Québec, AQC Koan Capital",Series A,2023-05-11,15000000,2023,2023 Q2
2638,2440,Bonsai Micro,Vanouver,British Columbia,,AI,Vanedge Capital,"Vanedge Capital, BDC Capital",Series ?,2023-05-11,0,2023,2023 Q2
2639,2441,Koïos Intelligence,Montreal,Quebec,,AI,,"Propulia Capital, Canada Economic Development, Export Development Canada, Caisse Desjardins des Technologies",Series ?,2023-05-12,6500000,2023,2023 Q2
2640,1963,Withe,Vancouver,British Columbia,,SaaS,Focal,Focal,Pre-Seed,2023-05-16,1483625,2023,2023 Q2
2641,2442,Bloom,Toronto,Toronto,,FinTech,SixThirtyVentures,SixThirtyVentures,Series A,2023-05-17,7000000,2023,2023 Q2
2642,739,Tough Commerce,Toronto,Toronto,,eCommerce,Ronald Richardson,"Ronald Richardson,Legacy Capital Ventures, Willem van Bergen, Groupe PSC, MaRS IAF",Series ?,2023-05-18,2000000,2023,2023 Q2
2643,473,Peak Power,Toronto,Toronto,,CleanTech,Greenbacker Capital Management,"Greenbacker Capital Management,Hatch, The Atmospheric Fund, BDC Capital, Sensata Technologies, Osmington Inc.",Series ?,2023-05-19,47000000,2023,2023 Q2
2644,2443,Stathera,Montreal,Quebec,,Hardware,"BDC Capital, Celesta Capital","BDC Capital, Celesta Capital,MediaTek, Seiko Epson, TXC",Series A,2023-05-18,20000000,2023,2023 Q2
2645,2444,Chelsea Avondale,Toronto,Toronto,,InsurTech,MSD Partners L.P,"MSD Partners L.P,American Family Ventures",Series C,2023-05-24,0,2023,2023 Q2
2646,427,Novisto,Montreal,Quebec,,SaaS,Inovia Capital,"Inovia Capital,Portage and Scor Ventures, White Star Capital,  Diagram Ventures",Series B,2023-05-24,27000000,2023,2023 Q2
2647,1010,Spellbook,Toronto,Toronto,,LegalTech,Moxxie Ventures,"Moxxie Ventures,Thomson Reuters Ventures, Inovia Capital, The LegalTech Fund, Bling Capital, N49P, Concrete Ventures, Good News Ventures, Venture Newfoundland & Labrador",Series ?,2023-05-24,10900000,2023,2023 Q2
2648,2,AbCellera,British Columbia,British Columbia,,BioTech,Strategic Innovation Fund,Strategic Innovation Fund,Series ?,2023-05-24,300000000,2023,2023 Q2
2649,2445,Locorum,London,Other,,Marketing,,"JNF Group, OCI, Rob Fraser, Andrew Young",Pre-Seed,2023-05-25,1200000,2023,2023 Q2
2650,72,BenchSci,Toronto,Toronto,,HealthTech,Generation Investment Management,"Generation Investment Management,Inovia Capital, TCV, Golden Ventures, F-Prime Capital",Series D,2023-05-25,95000000,2023,2023 Q2
2651,2446,Cognosys,Vancouver,British Columbia,,Artificial Intelligences,Google Ventures,"Google Ventures,Untapped VC, Guillermo Rauch, Amjad Masad, Aidan Gomez, Ivan Zhang, Spencer Kimball",Seed,2023-05-25,2000000,2023,2023 Q2
2652,1555,Wingmate,Toronto,Toronto,,SaaS,Southern Ontario Fund for Investment and Innovation,"Southern Ontario Fund for Investment and Innovation,BDC",Series ?,2023-05-26,1000000,2023,2023 Q2
2653,2214,Picketa Systems,New Brunswick,East Coast,,AgTech,The New Brunswick Innovation Foundation,"The New Brunswick Innovation Foundation,Tall Grass Ventures, Emmertech, Koan Capital, Desjardins Group, East Valley Ventures, Startup TNT",Seed,2023-05-29,1400000,2023,2023 Q2
2654,2447,Vrify,Vancouver,British Columbia,,Mining Technology,"RCF Jolimont Innovation, Beedie Capital","RCF Jolimont Innovation, Beedie Capital,Tiny",Series A,2023-05-30,6000000,2023,2023 Q2
2655,2448,Doormat,Toronto,Toronto,,LegalTech,Alate Partners,"Alate Partners,The LegalTech Fund, Erin Bury, Brandon Chu",Pre-Seed,2023-06-01,1250000,2023,2023 Q2
2656,2449,FemTherapeutics,Montreal,Quebec,,MedTech,2048 Ventures,"2048 Ventures,Investissement Quebec, The51 Ventures, Sheboot",Series ?,2023-06-02,2500000,2023,2023 Q2
2657,2450,Twig Fertility,Toronto,Toronto,,HealthTech,Rhino Ventures,Rhino Ventures,Series A,2023-06-06,8000000,2023,2023 Q2
2658,2451,GSoft,Montreal,Quebec,,EdTech,Caisse de dépôt et placement du Québec,Caisse de dépôt et placement du Québec,Series ?,2023-06-06,125000000,2023,2023 Q2
2659,2452,Oamo,Montreal,Quebec,,Artificial Intelligences,White Star Capital,White Star Capital,Pre-Seed,2023-06-06,1671162,2023,2023 Q2
2660,1831,Cohere,Toronto,Toronto,,AI,Inovia Capital,"Inovia Capital,Nvidia, Oracle, Salesforce Ventures, DTCP, Mirae Asset, Schroders Capital, SentinelOne, Thomvest Ventures, Index Ventures",Series C,2023-06-08,360301500,2023,2023 Q2
2661,690,Vive Crop Protection,Toronto,Toronto,,AgTech,,"Business Development Bank of Canada, Export Development Canada, Urbana Corporation, Co-operators, Emmertech, Lex Capital, iSelect",Series ?,2023-06-08,11200000,2023,2023 Q2
