id,dealId,companyId,companyName,headquarters,investorId,investorName,leadInvestorFlag,ecosystemName,ecosystemSecondary,date,year,yearQuarter,roundType,investorCountry
24081,2763,2504,CentML,Toronto,663,Radical Ventures,0,Toronto,,2023-10-26,2023,2023 Q4,Seed,Canada
24082,2764,46,Arteria AI,Toronto,347,GGV Capital,1,Toronto,,2023-10-26,2023,2023 Q4,Series B,USA
24083,2764,46,Arteria AI,Toronto,417,Illuminate Financial,0,Toronto,,2023-10-26,2023,2023 Q4,Series B,United Kingdom
24084,2764,46,Arteria AI,Toronto,424,Information Venture Partners,0,Toronto,,2023-10-26,2023,2023 Q4,Series B,Canada
24085,2764,46,Arteria AI,Toronto,104,BDC Capital,0,Toronto,,2023-10-26,2023,2023 Q4,Series B,Canada
24086,2765,2505,Kento Health,Montreal,1455,Boreal Ventures,1,Quebec,,2023-10-30,2023,2023 Q4,Pre-Seed,Canada
24087,2765,2505,Kento Health,Montreal,572,N49P,1,Quebec,,2023-10-30,2023,2023 Q4,Pre-Seed,Canada
24088,2766,2506,Fibracast,Hannon,216,Cycle Capital,1,Toronto,,2023-10-30,2023,2023 Q4,Series ?,Canada
24089,2766,2506,Fibracast,Hannon,291,Export Development Canada,0,Toronto,,2023-10-30,2023,2023 Q4,Series ?,Canada
24090,2767,2507,Promise Robotics,Toronto,1106,Horizons Ventures,1,Toronto,,2023-10-31,2023,2023 Q4,Series A,Hong Kong
24091,2767,2507,Promise Robotics,Toronto,663,Radical Ventures,0,Toronto,,2023-10-31,2023,2023 Q4,Series A,Canada
24092,2767,2507,Promise Robotics,Toronto,677,Relay Ventures,0,Toronto,,2023-10-31,2023,2023 Q4,Series A,Canada
24093,2767,2507,Promise Robotics,Toronto,38,Alate Partners,0,Toronto,,2023-10-31,2023,2023 Q4,Series A,Canada
24094,2768,2508,Brickeye,Toronto,104,BDC Capital,0,Toronto,,2023-11-01,2023,2023 Q4,Series ?,Canada
24095,2768,2508,Brickeye,Toronto,532,MaRS Investment Accelerator Fund,0,Toronto,,2023-11-01,2023,2023 Q4,Series ?,Canada
24096,2770,116,Cavelo,Kitchener,432,Inovia Capital,1,Waterloo Region,,2023-11-08,2023,2023 Q4,Seed,Canada
24097,2771,2510,Photonic Inc.,Vancouver,432,Inovia Capital,0,British Columbia,,2023-11-08,2023,2023 Q4,Series ?,Canada
24098,2773,2511,Recharge Véhicule Électrique (RVE),Laval,1652,Fondaction,0,Quebec,,2023-11-09,2023,2023 Q4,Series A,Canada
24099,2773,2511,Recharge Véhicule Électrique (RVE),Laval,440,Investissement Québec,0,Quebec,,2023-11-09,2023,2023 Q4,Series A,Canada
24100,2773,2511,Recharge Véhicule Électrique (RVE),Laval,291,Export Development Canada,0,Quebec,,2023-11-09,2023,2023 Q4,Series A,Canada
24101,2774,621,TechBrew Robotics,Salmon Arm,104,BDC Capital,1,British Columbia,,2023-11-15,2023,2023 Q4,Series A,Canada
24102,2774,621,TechBrew Robotics,Salmon Arm,1841,Lex Capital,0,British Columbia,,2023-11-15,2023,2023 Q4,Series A,Canada
24103,2775,470,Pathway Medical,Montreal,1045,Amplify Capital,0,Quebec,,2023-11-15,2023,2023 Q4,Seed,Canada
24104,2775,470,Pathway Medical,Montreal,128,BoxOne Ventures,0,Quebec,,2023-11-15,2023,2023 Q4,Seed,Canada
24105,2775,470,Pathway Medical,Montreal,1657,Formentera Capital,0,Quebec,,2023-11-15,2023,2023 Q4,Seed,Canada
24106,2776,2436,Deep Sky,Montreal,138,Brightspark Ventures,1,Quebec,,2023-11-16,2023,2023 Q4,Series A,Canada
24107,2776,2436,Deep Sky,Montreal,867,Whitecap Venture Partners,1,Quebec,,2023-11-16,2023,2023 Q4,Series A,Canada
24108,2776,2436,Deep Sky,Montreal,440,Investissement Québec,0,Quebec,,2023-11-16,2023,2023 Q4,Series A,Canada
24109,2776,2436,Deep Sky,Montreal,614,OMERS Ventures,0,Quebec,,2023-11-16,2023,2023 Q4,Series A,Canada
24110,2776,2436,Deep Sky,Montreal,104,BDC Capital,0,Quebec,,2023-11-16,2023,2023 Q4,Series A,Canada
24111,2777,30,Ambyint,Calgary,104,BDC Capital,0,Alberta,,2023-11-17,2023,2023 Q4,Series ?,Canada
24112,2779,2415,Birdseye,Toronto,256,Drive Capital,1,Toronto,,2023-11-22,2023,2023 Q4,Seed,USA
24113,2783,633,ThoughtExchange,Rossland,873,Yaletown Partners,0,British Columbia,,2023-12-01,2023,2023 Q4,Series ?,Canada
24114,2783,633,ThoughtExchange,Rossland,854,Voyager Capital,0,British Columbia,,2023-12-01,2023,2023 Q4,Series ?,USA
24115,2785,2517,Ability Biologics,Montreal,314,Fonds de solidarité FTQ,0,Quebec,,2023-12-06,2023,2023 Q4,Seed,Canada
24116,2785,2517,Ability Biologics,Montreal,919,Alexandria Venture Investments,0,Quebec,,2023-12-06,2023,2023 Q4,Seed,USA
24117,2786,2518,EZee Assist,Toronto,407,Hustle Fund,0,Toronto,,2023-12-07,2023,2023 Q4,Pre-Seed,USA
24118,2786,2518,EZee Assist,Toronto,1038,Ajay Agrawal,0,Toronto,,2023-12-07,2023,2023 Q4,Pre-Seed,
24119,2786,2518,EZee Assist,Toronto,967,Jenny Yang,0,Toronto,,2023-12-07,2023,2023 Q4,Pre-Seed,Canada
24120,2786,2518,EZee Assist,Toronto,923,Antler,0,Toronto,,2023-12-07,2023,2023 Q4,Pre-Seed,Singapore
24121,2787,338,KOHO Financial,Toronto,104,BDC Capital,0,Toronto,,2023-12-07,2023,2023 Q4,Series ?,Canada
24122,2787,338,KOHO Financial,Toronto,256,Drive Capital,0,Toronto,,2023-12-07,2023,2023 Q4,Series ?,USA
24123,2790,2521,Durable,Vancouver,738,Spark Capital,1,British Columbia,,2023-12-12,2023,2023 Q4,Series A,USA
24124,2790,2521,Durable,Vancouver,2922,Soma Capital,0,British Columbia,,2023-12-12,2023,2023 Q4,Series A,USA
24125,2791,2522,Terminal,Toronto,358,Golden Ventures,1,Toronto,,2023-12-13,2023,2023 Q4,Seed,Canada
24126,2791,2522,Terminal,Toronto,872,Y Combinator,0,Toronto,,2023-12-13,2023,2023 Q4,Seed,USA
24127,2791,2522,Terminal,Toronto,3043,Wayfinder Ventures,0,Toronto,,2023-12-13,2023,2023 Q4,Seed,USA
24128,2792,2523,Inverted AI,Vancouver,873,Yaletown Partners,1,British Columbia,,2023-12-14,2023,2023 Q4,Seed,Canada
24129,2792,2523,Inverted AI,Vancouver,432,Inovia Capital,0,British Columbia,,2023-12-14,2023,2023 Q4,Seed,Canada
24130,2792,2523,Inverted AI,Vancouver,870,WUTIF,0,British Columbia,,2023-12-14,2023,2023 Q4,Seed,Canada
24131,2793,2078,Ionomr,Vancouver,626,Pallasite Ventures,1,British Columbia,,2023-12-19,2023,2023 Q4,Series ?,USA
24132,2793,2078,Ionomr,Vancouver,719,Shell Ventures,0,British Columbia,,2023-12-19,2023,2023 Q4,Series ?,The Netherlands
24133,2793,2078,Ionomr,Vancouver,172,Chevron Technology Ventures,0,British Columbia,,2023-12-19,2023,2023 Q4,Series ?,USA
24134,2793,2078,Ionomr,Vancouver,705,Samsung Ventures,0,British Columbia,,2023-12-19,2023,2023 Q4,Series ?,South Korea
24135,2794,2524,Friendlier,Guelph,677,Relay Ventures,1,Waterloo Region,,2023-12-18,2023,2023 Q4,Seed,Canada
24136,2794,2524,Friendlier,Guelph,337,Garage Capital,1,Waterloo Region,,2023-12-18,2023,2023 Q4,Seed,Canada
24137,2795,2525,Woveo,Calgary,3074,BKR Capital,1,Alberta,,2023-12-15,2023,2023 Q4,Seed,Canada
24138,2795,2525,Woveo,Calgary,677,Relay Ventures,0,Alberta,,2023-12-15,2023,2023 Q4,Seed,Canada
24139,2796,2526,Rocscience,Toronto,2959,TA Associates,1,Toronto,,2024-01-09,2024,2024 Q1,Series ?,USA
24140,2797,1904,ArenaX Labs (AI Arena),Toronto,324,Framework Ventures,1,Toronto,,2024-01-10,2024,2024 Q1,Series ?,USA
24141,2798,2403,Xaba,Toronto,104,BDC Capital,1,Toronto,,2024-01-10,2024,2024 Q1,Seed,Canada
24142,2799,2140,Clinia,Montreal,780,Telus Ventures,1,Quebec,,2024-01-11,2024,2024 Q1,Series A,Canada
24143,2799,2140,Clinia,Montreal,75,AQC Capital,0,Quebec,,2024-01-11,2024,2024 Q1,Series A,Canada
24144,2799,2140,Clinia,Montreal,70,Anges Québec,0,Quebec,,2024-01-11,2024,2024 Q1,Series A,Canada
24145,2799,2140,Clinia,Montreal,1657,Formentera Capital,0,Quebec,,2024-01-11,2024,2024 Q1,Series A,Canada
24146,2800,2192,Requity,Toronto,401,Highline Beta,1,Toronto,,2024-01-11,2024,2024 Q1,Seed,Canada
24147,2800,2192,Requity,Toronto,196,Conconi Growth Partners,0,Toronto,,2024-01-11,2024,2024 Q1,Seed,Canada
24148,2801,2527,Safe Software,Surrey,458,JMI Equity,1,British Columbia,,2024-01-12,2024,2024 Q1,Series ?,USA
24149,2803,2528,Valsoft,Saint-Laurent,186,Coatue,1,Quebec,,2024-01-19,2024,2024 Q1,Series ?,USA
24150,2803,2528,Valsoft,Saint-Laurent,3032,Viking Global Investors,1,Quebec,,2024-01-19,2024,2024 Q1,Series ?,USA
24151,2805,2529,Bagel Network,Toronto,190,CoinFund,1,Toronto,,2024-01-24,2024,2024 Q1,Pre-Seed,USA
24152,2806,140,Cnergreen,Calgary,2059,Rhapsody Venture Partners,1,Alberta,,2024-01-24,2024,2024 Q1,Seed,USA
24153,2807,611,Swift Medical,Toronto,104,BDC Capital,1,Toronto,,2024-01-25,2024,2024 Q1,Series ?,Canada
24154,2808,1010,Rally,Toronto,432,Inovia Capital,1,Toronto,,2024-01-24,2024,2024 Q1,Series A,Canada
24155,2808,1010,Rally,Toronto,570,Moxxie Ventures,0,Toronto,,2024-01-24,2024,2024 Q1,Series A,USA
24156,2808,1010,Rally,Toronto,937,Concrete Ventures,0,Toronto,,2024-01-24,2024,2024 Q1,Series A,Canada
24157,2808,1010,Rally,Toronto,2001,Path Ventures,0,Toronto,,2024-01-24,2024,2024 Q1,Series A,USA
24158,2808,1010,Rally,Toronto,572,N49P,0,Toronto,,2024-01-24,2024,2024 Q1,Series A,Canada
24159,2808,1010,Rally,Toronto,360,Good News Ventures,0,Toronto,,2024-01-24,2024,2024 Q1,Series A,Canada
24160,2809,1095,Wisedocs,Toronto,424,Information Venture Partners,1,Toronto,,2024-01-30,2024,2024 Q1,Series A,Canada
24161,2810,2532,Palisade,Montreal,1455,Boreal Ventures,1,Quebec,,2024-01-31,2024,2024 Q1,Pre-Seed,Canada
24162,2812,2534,Code,Waterloo,825,Union Square Ventures,1,Waterloo Region,,2024-02-08,2024,2024 Q1,Seed,USA
24163,2812,2534,Code,Waterloo,95,Balaji Srinivasan,0,Waterloo Region,,2024-02-08,2024,2024 Q1,Seed,USA
24164,2812,2534,Code,Waterloo,2074,Roham Gharegozlou,0,Waterloo Region,,2024-02-08,2024,2024 Q1,Seed,USA
24165,2813,1835,Float,Toronto,722,Silicon Valley Bank,1,Toronto,,2024-02-13,2024,2024 Q1,Series ?,USA
24166,2814,2535,Sibli,Montreal,1228,The Group Ventures,0,Quebec,,2024-02-13,2024,2024 Q1,Seed,Canada
24167,2814,2535,Sibli,Montreal,144,Burst Capital,0,Quebec,,2024-02-13,2024,2024 Q1,Seed,USA
24168,2815,218,Evercloak,Waterloo,1444,Bioindustrial Innovation Canada,1,Waterloo Region,,2024-02-14,2024,2024 Q1,Seed,Canada
24169,2815,218,Evercloak,Waterloo,378,Groundbreak Ventures,0,Waterloo Region,,2024-02-14,2024,2024 Q1,Seed,Canada
24170,2816,43,Armilla AI,Toronto,560,Mistral Venture Partners,1,Toronto,,2024-02-15,2024,2024 Q1,Seed,Canada
24171,2816,43,Armilla AI,Toronto,567,Morgan Creek Digital,0,Toronto,,2024-02-15,2024,2024 Q1,Seed,USA
24172,2816,43,Armilla AI,Toronto,872,Y Combinator,0,Toronto,,2024-02-15,2024,2024 Q1,Seed,USA
24173,2817,2536,Helika,Toronto,240,Diagram Ventures,0,Toronto,,2024-02-16,2024,2024 Q1,Series A,Canada
24174,2817,2536,Helika,Toronto,527,Marc Alloul,0,Toronto,,2024-02-16,2024,2024 Q1,Series A,Canada
24175,2818,2537,Z?m Rails,Montreal,78,Arthur Ventures,1,Quebec,,2024-02-22,2024,2024 Q1,Series A,USA
24176,2819,2148,Helcim,Calgary,424,Information Venture Partners,0,Alberta,,2024-02-26,2024,2024 Q1,Series B,Canada
24177,2820,2538,Sonus Microsystems,Vancouver,1124,LDV Capital,1,British Columbia,,2024-02-26,2024,2024 Q1,Pre-Seed,USA
24178,2821,206,Elevated Signals,British Columbia,873,Yaletown Partners,1,British Columbia,,2024-02-27,2024,2024 Q1,Series A,Canada
24179,2821,206,Elevated Signals,British Columbia,3052,WGD Capital,0,British Columbia,,2024-02-27,2024,2024 Q1,Series A,USA
24180,2821,206,Elevated Signals,British Columbia,1521,Colin Harris,0,British Columbia,,2024-02-27,2024,2024 Q1,Series A,
24181,2821,206,Elevated Signals,British Columbia,665,Raiven Capital,0,British Columbia,,2024-02-27,2024,2024 Q1,Series A,Canada
24182,2822,2539,Tokidos,Montreal,440,Investissement Québec,0,Quebec,,2024-02-28,2024,2024 Q1,Pre-Seed,Canada
24183,2822,2539,Tokidos,Montreal,1455,Boreal Ventures,0,Quebec,,2024-02-28,2024,2024 Q1,Pre-Seed,Canada
24184,2823,2474,Ideogram AI,Toronto,67,Andreessen Horowitz,1,Toronto,,2024-02-28,2024,2024 Q1,Series A,USA
24185,2823,2474,Ideogram AI,Toronto,421,Index Ventures,0,Toronto,,2024-02-28,2024,2024 Q1,Series A,USA
24186,2823,2474,Ideogram AI,Toronto,767,SV Angel,0,Toronto,,2024-02-28,2024,2024 Q1,Series A,USA
24187,2824,2540,Bench IQ,Toronto,526,Maple VC,1,Toronto,,2024-02-29,2024,2024 Q1,Pre-Seed,USA
24188,2824,2540,Bench IQ,Toronto,961,Haystack,1,Toronto,,2024-02-29,2024,2024 Q1,Pre-Seed,USA
24189,2824,2540,Bench IQ,Toronto,202,Cooley,0,Toronto,,2024-02-29,2024,2024 Q1,Pre-Seed,USA
24190,2828,2544,Taalas Inc.,Toronto,659,Quiet Capital,1,Toronto,,2024-03-05,2024,2024 Q1,Series A,USA
24191,2829,471,PayShepherd,Calgary,432,Inovia Capital,1,Alberta,,2024-03-06,2024,2024 Q1,Seed,Canada
24192,2829,471,PayShepherd,Calgary,793,Thin Air Labs,0,Alberta,,2024-03-06,2024,2024 Q1,Seed,Canada
24193,2830,2545,Noa Therapeutics,Toronto,357,Golden Triangle Angel Network,0,Toronto,,2024-03-07,2024,2024 Q1,Pre-Seed,Canada
24194,2830,2545,Noa Therapeutics,Toronto,603,NorthSpring Capital Partners,0,Toronto,,2024-03-07,2024,2024 Q1,Pre-Seed,Canada
24195,2832,2356,BeatConnect,Montreal,70,Anges Québec,0,Quebec,,2024-03-08,2024,2024 Q1,Series ?,Canada
24196,2833,317,Joyride,Toronto,291,Export Development Canada,0,Toronto,,2024-03-12,2024,2024 Q1,Series A,Canada
24197,2833,317,Joyride,Toronto,829,Urban Innovation Fund,0,Toronto,,2024-03-12,2024,2024 Q1,Series A,USA
24198,2833,317,Joyride,Toronto,654,Proeza Ventures,0,Toronto,,2024-03-12,2024,2024 Q1,Series A,Mexico
24199,2833,317,Joyride,Toronto,818,Two Small Fish Ventures,0,Toronto,,2024-03-12,2024,2024 Q1,Series A,Canada
24200,2838,2548,MarineLabs,"Victoria, British Columbia",104,BDC Capital,1,British Columbia,,2024-03-15,2024,2024 Q1,Seed,Canada
24201,2840,2550,Poseidon Ocean Systems,Campbell River,291,Export Development Canada,0,British Columbia,,2024-03-18,2024,2024 Q1,Series B,Canada
24202,2841,489,PocketHealth,Toronto,690,Round13 Capital,1,Toronto,,2024-03-20,2024,2024 Q1,Series B,Canada
24203,2841,489,PocketHealth,Toronto,1007,Samsung Next,0,Toronto,,2024-03-20,2024,2024 Q1,Series B,USA
24204,2841,489,PocketHealth,Toronto,663,Radical Ventures,0,Toronto,,2024-03-20,2024,2024 Q1,Series B,Canada
24205,2842,1128,Flosonics,Sudbury,1215,Arboretum Ventures,0,Other,,2024-03-20,2024,2024 Q1,Series C,USA
24206,2842,1128,Flosonics,Sudbury,344,Genesys Capital,0,Other,,2024-03-20,2024,2024 Q1,Series C,Canada
24207,2842,1128,Flosonics,Sudbury,416,iGan Partners,0,Other,,2024-03-20,2024,2024 Q1,Series C,Canada
24208,2843,2551,Landerz,Montreal,440,Investissement Québec,0,Quebec,,2024-03-20,2024,2024 Q1,Seed,Canada
24209,2844,525,Rithmik Solutions,Montreal,260,Ecofuel,0,Quebec,,2024-03-21,2024,2024 Q1,Series ?,Canada
24210,2844,525,Rithmik Solutions,Montreal,178,Chrysalix Venture Capital,0,Quebec,,2024-03-21,2024,2024 Q1,Series ?,Canada
24211,2844,525,Rithmik Solutions,Montreal,357,Golden Triangle Angel Network,0,Quebec,,2024-03-21,2024,2024 Q1,Series ?,Canada
24212,2846,2418,RealSage,Toronto,1281,York IE,1,Toronto,,2024-03-25,2024,2024 Q1,Seed,USA
24213,2847,717,ZayZoon,Calgary,291,Export Development Canada,0,Alberta,,2024-03-26,2024,2024 Q1,Series ?,Canada
24214,2847,717,ZayZoon,Calgary,323,Framework Venture Partners,0,Alberta,,2024-03-26,2024,2024 Q1,Series ?,Canada
24215,2848,1322,Sanctuary AI,Vancouver,1327,Accenture Ventures,1,British Columbia,,2024-03-28,2024,2024 Q1,Series ?,USA
24216,2851,701,Willful,Toronto,769,Tactico,1,Toronto,,2024-04-03,2024,2024 Q2,Series ?,Canada
24217,2853,2014,TrojAI,New Brunswick,1651,Flying Fish Partners,1,East Coast,,2024-04-04,2024,2024 Q2,Series ?,USA
24218,2853,2014,TrojAI,New Brunswick,1475,Build Ventures,0,East Coast,,2024-04-04,2024,2024 Q2,Series ?,Canada
24219,2853,2014,TrojAI,New Brunswick,774,Techstars,0,East Coast,,2024-04-04,2024,2024 Q2,Series ?,USA
24220,2854,95,Brim Financial,Toronto,291,Export Development Canada,1,Toronto,,2024-04-03,2024,2024 Q2,Series C,Canada
24221,2854,95,Brim Financial,Toronto,1198,Vistara Growth,0,Toronto,,2024-04-03,2024,2024 Q2,Series C,Canada
24222,2854,95,Brim Financial,Toronto,278,Epic Ventures,0,Toronto,,2024-04-03,2024,2024 Q2,Series C,USA
24223,2855,2554,Clariti Cloud,Vancouver,1198,Vistara Growth,1,British Columbia,,2024-04-10,2024,2024 Q2,Series ?,Canada
24224,2856,2555,SmartD Technologies,Montreal,440,Investissement Québec,1,Quebec,,2024-04-12,2024,2024 Q2,Series A,Canada
24225,2856,2555,SmartD Technologies,Montreal,1455,Boreal Ventures,0,Quebec,,2024-04-12,2024,2024 Q2,Series A,Canada
24226,2856,2555,SmartD Technologies,Montreal,2893,SE Ventures,0,Quebec,,2024-04-12,2024,2024 Q2,Series A,USA
24227,2858,212,Eocycle Technologies,Montreal,291,Export Development Canada,1,Quebec,,2024-04-17,2024,2024 Q2,Series A,Canada
24228,2858,212,Eocycle Technologies,Montreal,314,Fonds de Solidarité FTQ,0,Quebec,,2024-04-17,2024,2024 Q2,Series A,Canada
24229,2858,212,Eocycle Technologies,Montreal,440,Investissement Québec,0,Quebec,,2024-04-17,2024,2024 Q2,Series A,Canada
24230,2859,612,SWTCH,Toronto,25,Active Impact Investments,0,Toronto,,2024-04-18,2024,2024 Q2,Series B,Canada
24231,2859,612,SWTCH,Toronto,349,GIGA Investments Corp,0,Toronto,,2024-04-18,2024,2024 Q2,Series B,USA
24232,2860,612,SWTCH,Toronto,25,Active Impact Investments,0,Toronto,,2024-04-18,2024,2024 Q2,Series B,Canada
24233,2860,612,SWTCH,Toronto,349,GIGA Investments Corp,0,Toronto,,2024-04-18,2024,2024 Q2,Series B,USA
24234,2862,2557,Inference Labs Inc.,Hamilton,538,Mechanism Capital,1,Other,,2024-04-23,2024,2024 Q2,Pre-Seed,USA
24235,2862,2557,Inference Labs Inc.,Hamilton,233,Delphi Ventures,1,Other,,2024-04-23,2024,2024 Q2,Pre-Seed,USA
24236,2863,906,Forcen,Toronto,138,Brightspark Ventures,1,Toronto,,2024-04-23,2024,2024 Q2,Series ?,Canada
24237,2863,906,Forcen,Toronto,104,BDC Capital,1,Toronto,,2024-04-23,2024,2024 Q2,Series ?,Canada
24238,2863,906,Forcen,Toronto,337,Garage Capital,0,Toronto,,2024-04-23,2024,2024 Q2,Series ?,Canada
24239,2864,2016,Qohash,Quebec,314,Fonds de solidarité FTQ,1,Quebec,,2024-04-24,2024,2024 Q2,Series B,Canada
24240,2864,2016,Qohash,Quebec,291,Export Development Canada,0,Quebec,,2024-04-24,2024,2024 Q2,Series B,Canada
24241,2864,2016,Qohash,Quebec,236,Desjardins Capital,0,Quebec,,2024-04-24,2024,2024 Q2,Series B,Canada
24242,2867,2559,BioIntelligence Technologies,Sherbrooke,1045,Amplify Capital,1,Quebec,,2024-04-29,2024,2024 Q2,Series ?,Canada
24243,2867,2559,BioIntelligence Technologies,Sherbrooke,440,Investissement Québec,0,Quebec,,2024-04-29,2024,2024 Q2,Series ?,Canada
24244,2867,2559,BioIntelligence Technologies,Sherbrooke,671,Real Ventures,0,Quebec,,2024-04-29,2024,2024 Q2,Series ?,Canada
24245,2867,2559,BioIntelligence Technologies,Sherbrooke,70,Anges Québec,0,Quebec,,2024-04-29,2024,2024 Q2,Series ?,Canada
24246,2867,2559,BioIntelligence Technologies,Sherbrooke,75,AQC Capital,0,Quebec,,2024-04-29,2024,2024 Q2,Series ?,Canada
24247,2867,2559,BioIntelligence Technologies,Sherbrooke,426,Innospark Ventures,0,Quebec,,2024-04-29,2024,2024 Q2,Series ?,USA
24248,2868,2560,Galatea Technologies,Calgary,1939,Natural Gas Innovation Fund,0,Alberta,,2024-04-30,2024,2024 Q2,Seed,Canada
24249,2869,1240,Netskrt,Vancouver,873,Yaletown Partners,1,British Columbia,,2024-05-01,2024,2024 Q2,Series A,Canada
24250,2871,2562,AlterBiota,Nova Scotia ,104,BDC Capital,1,East Coast,,2024-05-02,2024,2024 Q2,Seed,Canada
24251,2872,2118,Potential Motors,New Brunswick,138,Brightspark Ventures,1,East Coast,,2024-05-02,2024,2024 Q2,Series ?,Canada
24252,2872,2118,Potential Motors,New Brunswick,1475,Build Ventures,1,East Coast,,2024-05-02,2024,2024 Q2,Series ?,Canada
24253,2872,2118,Potential Motors,New Brunswick,990,New Brunswick Innovation Foundation,1,East Coast,,2024-05-02,2024,2024 Q2,Series ?,Canada
24254,2875,2565,Kinmetrix Inc.,Sudbury,2981,The Sudbury Catalyst Fund,1,Other,,2024-05-07,2024,2024 Q2,Seed,Canada
24255,2876,2566,Nfinite Nanotech,Waterloo,2054,Republic Capital,0,Waterloo Region,,2024-05-21,2024,2024 Q2,Seed,USA
24256,2877,2491,Relocalize,Montreal,236,Desjardins Capital,1,Quebec,,2024-05-15,2024,2024 Q2,Series ?,Canada
24257,2878,2567,B?de,Calgary,793,Thin Air Labs,1,Alberta,,2024-05-14,2024,2024 Q2,Seed,Canada
24258,2880,2569,ThinkLabs AI,Toronto,25,Active Impact Investments,1,Toronto,,2024-05-15,2024,2024 Q2,Seed,Canada
24259,2880,2569,ThinkLabs AI,Toronto,1045,Amplify Capital,0,Toronto,,2024-05-15,2024,2024 Q2,Seed,Canada
24260,2881,2123,Blossom,Vancouver,1685,Goodwater Capital,0,British Columbia,,2024-05-22,2024,2024 Q2,Seed,USA
24261,2882,1898,CoLab,Newfoundland,433,Insight Partners,1,East Coast,,2024-05-21,2024,2024 Q2,Series B,USA
24262,2882,1898,CoLab,Newfoundland,872,Y Combinator,0,East Coast,,2024-05-21,2024,2024 Q2,Series B,USA
24263,2882,1898,CoLab,Newfoundland,1301,Killick Capital,0,East Coast,,2024-05-21,2024,2024 Q2,Series B,Canada
24264,2882,1898,CoLab,Newfoundland,2930,Spider Capital,0,East Coast,,2024-05-21,2024,2024 Q2,Series B,USA
24265,2882,1898,CoLab,Newfoundland,628,Panache Ventures,0,East Coast,,2024-05-21,2024,2024 Q2,Series B,Canada
24266,2884,2571,Sinn Studio Inc.,Toronto,126,Boost VC,0,Toronto,,2024-05-22,2024,2024 Q2,Seed,USA
24267,2884,2571,Sinn Studio Inc.,Toronto,1294,Mana Ventures,0,Toronto,,2024-05-22,2024,2024 Q2,Seed,USA
24268,2885,2572,Artemis,Vancouver,668,Raven Indigenous Capital Partners,1,British Columbia,,2024-05-22,2024,2024 Q2,Pre-Seed,Canada
24269,2885,2572,Artemis,Vancouver,778,Telegraph Hill Capital,0,British Columbia,,2024-05-22,2024,2024 Q2,Pre-Seed,USA
24270,2885,2572,Artemis,Vancouver,687,Ripple Ventures,0,British Columbia,,2024-05-22,2024,2024 Q2,Pre-Seed,Canada
24271,2891,2575,Relay,Toronto,109,Better Tomorrow Ventures,0,Toronto,,2024-05-29,2024,2024 Q2,Series B,USA
24272,2891,2575,Relay,Toronto,337,Garage Capital,0,Toronto,,2024-05-29,2024,2024 Q2,Series B,Canada
24273,2891,2575,Relay,Toronto,1109,Industry Ventures,0,Toronto,,2024-05-29,2024,2024 Q2,Series B,USA
24274,2892,2251,Maxa,Montreal,104,BDC Capital,1,Quebec,,2024-05-30,2024,2024 Q2,Series A,Canada
24275,2892,2251,Maxa,Montreal,1941,NAventures,0,Quebec,,2024-05-30,2024,2024 Q2,Series A,Canada
24276,2892,2251,Maxa,Montreal,75,AQC Capital,0,Quebec,,2024-05-30,2024,2024 Q2,Series A,Canada
24277,2894,2577,Ginger Desk,Vancouver,244,Disruption Ventures,1,British Columbia,,2024-05-31,2024,2024 Q2,Seed,Canada
24278,2897,2126,Saguaro,Quebec,75,AQC Capital,1,Quebec,,2024-06-04,2024,2024 Q2,Seed,Canada
24279,2897,2126,Saguaro,Quebec,70,Anges Québec,1,Quebec,,2024-06-04,2024,2024 Q2,Seed,Canada
24280,2897,2126,Saguaro,Quebec,440,Investissement Quebec,0,Quebec,,2024-06-04,2024,2024 Q2,Seed,Canada
24281,2898,2579,Mesosil,Toronto,372,GreenSky Capital,1,Toronto,,2024-06-10,2024,2024 Q2,Seed,Canada
24282,2899,2097,Vosker,Quebec,576,National Bank of Canada,0,Quebec,,2024-06-10,2024,2024 Q2,Series ?,Canada
24283,2900,1831,Cohere,Toronto,703,Salesforce Ventures,1,Toronto,,2024-06-06,2024,2024 Q2,Series ?,USA
24284,2900,1831,Cohere,Toronto,1509,Cisco,0,Toronto,,2024-06-06,2024,2024 Q2,Series ?,USA
24285,2901,2580,Alexi,Toronto,256,Drive Capital,1,Toronto,,2024-06-10,2024,2024 Q2,Series A,USA
24286,2901,2580,Alexi,Toronto,1578,Draper Associates,0,Toronto,,2024-06-10,2024,2024 Q2,Series A,USA
24287,2903,402,Motion Gestures,Kitchener,474,Keiretsu Forum,0,Waterloo Region,,2024-06-11,2024,2024 Q2,Series A,USA
24288,2903,402,Motion Gestures,Kitchener,656,Propel(x),0,Waterloo Region,,2024-06-11,2024,2024 Q2,Series A,USA
24289,2904,1210,Kardium,Richmond,304,Fidelity,1,British Columbia,,2024-06-11,2024,2024 Q2,Series ?,USA
24290,2906,2582,Mondata,Quebec,314,Fonds de solidarité FTQ,1,Quebec,,2024-06-13,2024,2024 Q2,Series ?,Canada
24291,2908,2584,CreditApp,Calgary,432,Inovia Capital,1,Alberta,,2024-06-14,2024,2024 Q2,Seed,Canada
24292,2909,2585,FLO,Quebec,440,Investissement Québec,0,Quebec,,2024-06-17,2024,2024 Q2,Series E,Canada
